indicator_id,indicator_name,avg_score,video_id,score,reason
D001-I002,Setup (铺垫与信任),5.99,7578901831852671019,6,清晰展示产品功能，建立家庭KTV场景认知
D001-I002,Setup (铺垫与信任),5.99,7579406989202374666,6,展示极简安装流程，打消用户操作复杂的顾虑。
D001-I002,Setup (铺垫与信任),5.99,7581483019275649030,6,点明家庭电视闲置痛点，给出解决方案预告，信任度足。
D001-I002,Setup (铺垫与信任),5.99,7580189575614218249,6,清晰展示安装、功能痛点，用户易共鸣
D001-I002,Setup (铺垫与信任),5.99,7580391039212011561,6,点出用户怕贵嫌麻烦的痛点，铺垫产品价值
D001-I002,Setup (铺垫与信任),5.99,7580189563341979674,6,明确传统设备痛点，逐步介绍新品功能优势
D001-I002,Setup (铺垫与信任),5.99,7584289914902167595,6,点明电视闲置痛点，对比传统K歌设备铺垫合理
D001-I002,Setup (铺垫与信任),5.99,7582008966022660159,6,展示安装和功能，戳中在家娱乐的用户需求
D001-I002,Setup (铺垫与信任),5.99,7582979285365293097,6,点明去KTV麻烦、传统设备复杂的真实用户痛点
D001-I002,Setup (铺垫与信任),5.99,7582349825220870170,6,展示安装与功能场景，建立产品实用信任感。
D001-I002,Setup (铺垫与信任),5.99,7582775227680210995,6,演示简单安装步骤，解决用户怕安装复杂的痛点。
D001-I002,Setup (铺垫与信任),5.99,7584464119644569654,6,展示安装步骤和基础功能，有效建立用户信任
D001-I002,Setup (铺垫与信任),5.99,7584464145278910483,6,清晰展示产品功能、连接方式，有效建立信任
D001-I002,Setup (铺垫与信任),5.99,7579408877080477705,6,介绍产品迭代，演示使用场景，建立用户信任
D001-I002,Setup (铺垫与信任),5.99,7582349749170716682,6,演示安装过程，解决用户怕安装复杂的痛点
D001-I002,Setup (铺垫与信任),5.99,7585009297122590730,6,展示简单安装步骤，场景真实，打消用户顾虑
D001-I002,Setup (铺垫与信任),5.99,7584464155228078099,6,点明电视闲置、外出K歌成本高的真实痛点
D001-I002,Setup (铺垫与信任),5.99,7588313895712407598,6,清晰展示多场景功能，精准铺垫用户娱乐需求。
D001-I002,Setup (铺垫与信任),5.99,7586825993240674346,7,精准击中家庭电视闲置的普遍痛点，用户共鸣强。
D001-I002,Setup (铺垫与信任),5.99,7588889616480993343,6,点明家庭K歌痛点，引出产品功能铺垫自然。
D001-I002,Setup (铺垫与信任),5.99,7589277317837176886,6,点明传统K歌设备痛点，精准引发用户共鸣。
D001-I002,Setup (铺垫与信任),5.99,7588483866241204278,6,清晰展示使用场景，解决在家K歌麻烦的痛点
D001-I002,Setup (铺垫与信任),5.99,7589647778797649971,6,展示家庭K歌场景，戳中用户居家娱乐的需求痛点。
D001-I002,Setup (铺垫与信任),5.99,7591478547874480170,6,点明传统K歌设备落后痛点，场景贴近普通用户。
D001-I002,Setup (铺垫与信任),5.99,7590171967215992895,6,清晰搭建家用K歌观影需求场景，铺垫自然
D001-I002,Setup (铺垫与信任),5.99,7591281056402587686,6,明确传统K歌设备痛点，铺垫自然真实
D001-I002,Setup (铺垫与信任),5.99,7589969146219397126,6,演示安装及功能使用，场景真实建立信任
D001-I002,Setup (铺垫与信任),5.99,7589969137973493786,6,点明居家K歌看电影需求，建立用户信任铺垫自然。
D001-I002,Setup (铺垫与信任),5.99,7588490329344458806,6,展示别墅场景+简单安装过程，建立用户信任
D001-I002,Setup (铺垫与信任),5.99,7590726611370934318,6,展示代际差异，清晰讲解基础功能，用户易理解
D001-I002,Setup (铺垫与信任),5.99,7591298693720080410,6,清晰介绍产品功能价值，有效建立用户信任。
D001-I002,Setup (铺垫与信任),5.99,7592196219902820358,7,精准戳中K歌设备使用的各类痛点，用户共情强
D001-I002,Setup (铺垫与信任),5.99,7592196227359490091,6,演示安装步骤简单，建立用户对产品的初步信任
D001-I002,Setup (铺垫与信任),5.99,7592196202738384905,6,清晰展示传统设备痛点，铺垫一体机价值，逻辑通顺
D001-I002,Setup (铺垫与信任),5.99,7592214438725091338,6,明确传统设备痛点，引出新产品的铺垫自然流畅
D001-I002,Setup (铺垫与信任),5.99,7592938862029324339,6,点明电视闲置痛点，逐步介绍产品核心功能
D001-I002,Setup (铺垫与信任),5.99,7592795926180495398,6,明确用户痛点，逐步介绍产品核心功能属性。
D001-I002,Setup (铺垫与信任),5.99,7592962280485715978,6,明确传统设备痛点，引出新品功能价值。
D001-I002,Setup (铺垫与信任),5.99,7592938891599085614,6,明确电视闲置痛点，展示核心功能建立信任。
D001-I002,Setup (铺垫与信任),5.99,7592962282583638026,6,用员工拦低价戏码强化优惠真实性，痛点明确
D001-I002,Setup (铺垫与信任),5.99,7592938867022692390,6,演示安装简单，戳中家庭KTV安装复杂痛点
D001-I002,Setup (铺垫与信任),5.99,7592962242825748518,6,展示家用唱K场景，用户易产生代入感
D001-I002,Setup (铺垫与信任),5.99,7593311233900593206,6,明确电视闲置痛点，展示安装简单、功能全的优势
D001-I002,Setup (铺垫与信任),5.99,7592938859203821619,6,点明传统设备痛点，介绍新品优势，铺垫顺畅。
D001-I002,Setup (铺垫与信任),5.99,7593320186835189823,6,讲清安装便捷、功能场景，用户易产生共鸣。
D001-I002,Setup (铺垫与信任),5.99,7593311230407000083,6,点明在家唱歌的用户需求，铺垫自然，信任感强。
D001-I002,Setup (铺垫与信任),5.99,7593701461055193138,6,演示产品功能与连接步骤，建立用户信任。
D001-I002,Setup (铺垫与信任),5.99,7593701454746779686,6,点明家庭K歌用户痛点，介绍产品基础功能
D001-I002,Setup (铺垫与信任),5.99,7593311252995670079,6,点明传统K歌高成本、设备复杂的痛点，铺垫到位。
D001-I002,Setup (铺垫与信任),5.99,7593320204084903979,6,点明家庭K歌场景，突出旧设备落后痛点，铺垫自然。
D001-I002,Setup (铺垫与信任),5.99,7593701482995859502,6,明确闲置电视痛点，清晰介绍产品基础功能
D001-I002,Setup (铺垫与信任),5.99,7593702018445164586,6,展示安装过程，说明操作简单，用户痛点清晰
D001-I002,Setup (铺垫与信任),5.99,7594074187410735131,6,点明电视闲置痛点，介绍产品基础功能建立认知
D001-I002,Setup (铺垫与信任),5.99,7594068604808560692,6,点明老设备痛点，清晰介绍新品适用场景。
D001-I002,Setup (铺垫与信任),5.99,7594074207699353609,6,演示安装过程，解决用户怕安装复杂的痛点
D001-I002,Setup (铺垫与信任),5.99,7594075255922589739,6,明确电视闲置痛点，展示安装简单易操作
D001-I002,Setup (铺垫与信任),5.99,7594075236742627382,6,点明传统设备痛点，介绍产品基础功能，建立信任
D001-I002,Setup (铺垫与信任),5.99,7594076259149791251,6,展示安装流程、功能演示，用户易共鸣
D001-I002,Setup (铺垫与信任),5.99,7594075236495638570,6,清晰点明家庭K歌、看影视需求，场景真实可信。
D001-I002,Setup (铺垫与信任),5.99,7594079590093865003,6,展示K歌效果后抛操作问题，铺垫自然。
D001-I002,Setup (铺垫与信任),5.99,7594278206615519259,6,明确传统K歌设备痛点，铺垫逻辑通顺合理。
D001-I002,Setup (铺垫与信任),5.99,7594076240170041363,6,展示上门安装过程，场景真实，戳中家庭娱乐需求
D001-I002,Setup (铺垫与信任),5.99,7594075263437717545,6,演示安装、功能使用流程，真实场景易引发共鸣。
D001-I002,Setup (铺垫与信任),5.99,7594278219168530441,6,明确产品核心功能，唤醒家庭娱乐需求
D001-I002,Setup (铺垫与信任),5.99,7594076223427428358,6,点明电视闲置痛点，清晰介绍产品核心功能
D001-I002,Setup (铺垫与信任),5.99,7595161102398668819,6,清晰点明电视闲置痛点，介绍产品核心功能
D001-I002,Setup (铺垫与信任),5.99,7595161142652256291,6,演示安装步骤，戳中用户怕安装复杂的痛点
D001-I002,Setup (铺垫与信任),5.99,7595161111016669227,6,清晰展示闲置电视痛点，演示连接方法建立信任
D001-I002,Setup (铺垫与信任),5.99,7595161086967726086,6,点明家庭K歌旧设备痛点，引出新产品自然流畅
D001-I002,Setup (铺垫与信任),5.99,7595189897502507050,6,点明在家K歌的痛点，为推出新产品做铺垫。
D001-I002,Setup (铺垫与信任),5.99,7595542379304648746,7,罗列多个真实使用痛点，精准戳中用户需求
D001-I002,Setup (铺垫与信任),5.99,7595580740723228681,6,展示安装简单、功能全，用户易产生共鸣
D001-I002,Setup (铺垫与信任),5.99,7595542396417540102,6,明确家庭K歌用户痛点，自然引出新产品。
D001-I002,Setup (铺垫与信任),5.99,7595581190721404970,6,展示安装便捷性，场景真实，用户易产生共鸣。
D001-I002,Setup (铺垫与信任),5.99,7595581212347121700,6,点明家庭K歌用户痛点，铺垫新方案的必要性
D001-I002,Setup (铺垫与信任),5.99,7596298124902580275,6,清晰介绍产品功能，戳中家庭娱乐需求痛点
D001-I002,Setup (铺垫与信任),5.99,7595189897955557418,6,清晰呈现家用娱乐需求，场景真实有用户共鸣。
D001-I002,Setup (铺垫与信任),5.99,7595951815557971977,6,点明电视闲置痛点，介绍基础功能，铺垫自然流畅
D001-I002,Setup (铺垫与信任),5.99,7595550067751731250,6,点明传统设备痛点，介绍产品核心价值，铺垫自然。
D001-I002,Setup (铺垫与信任),5.99,7596302868324990986,6,清晰介绍产品功能，唤起家庭K歌需求共鸣
D001-I002,Setup (铺垫与信任),5.99,7595950522347421738,6,实景上门安装演示，建立用户信任感。
D001-I002,Setup (铺垫与信任),5.99,7595911819053105178,6,点明电视闲置痛点，清晰介绍产品核心功能
D001-I002,Setup (铺垫与信任),5.99,7596668316988325914,6,点明电视闲置痛点，介绍产品功能与安装便利性，建立信任
D001-I002,Setup (铺垫与信任),5.99,7596302993484431375,6,展示设备连接简单，戳中用户怕麻烦的痛点。
D001-I002,Setup (铺垫与信任),5.99,7597411996900163647,6,点明电视闲置痛点，引出产品的铺垫自然
D001-I002,Setup (铺垫与信任),5.99,7596669054046273572,6,清晰点出传统K歌设备弊端，铺垫自然易共情。
D001-I002,Setup (铺垫与信任),5.99,7597759125851291674,6,点明家庭K歌传统设备痛点，用户共鸣感强
D001-I002,Setup (铺垫与信任),5.99,7597759147849842739,6,展示产品基础功能，演示接线步骤，建立信任
D001-I002,Setup (铺垫与信任),5.99,7597759251209748495,6,明确产品核心功能，建立用户对产品的价值认知
D001-I002,Setup (铺垫与信任),5.99,7598140632592121875,6,点出电视闲置痛点，清晰介绍产品基础功能
D001-I002,Setup (铺垫与信任),5.99,7598524018490638372,6,点明传统设备痛点，后续展示产品功能做铺垫
D001-I002,Setup (铺垫与信任),5.99,7597788068666425398,6,戳中大众去KTV麻烦消费高的普遍痛点
D001-I002,Setup (铺垫与信任),5.99,7598147011917791274,6,展示传统设备痛点，演示产品安装简单，铺垫合理。
D001-I002,Setup (铺垫与信任),5.99,7598140566690988059,6,点明传统点歌设备痛点，用户易产生共鸣。
D001-I002,Setup (铺垫与信任),5.99,7598140644361699371,6,点明传统K歌设备繁琐、去KTV麻烦的用户痛点
D001-I002,Setup (铺垫与信任),5.99,7598894047782354953,6,明确普通家庭有电视即可使用的低门槛场景
D001-I002,Setup (铺垫与信任),5.99,7598894054338887730,6,明确电视闲置痛点，介绍功能逐步建立信任
D001-I002,Setup (铺垫与信任),5.99,7598524050352799763,6,明确电视闲置痛点，清晰介绍产品基础功能
D001-I002,Setup (铺垫与信任),5.99,7598531607626137650,6,点明传统设备痛点，引出新品的铺垫合理
D001-I002,Setup (铺垫与信任),5.99,7598893909222686730,6,点明家庭K歌旧设备繁琐痛点，铺垫合理
D001-I002,Setup (铺垫与信任),5.99,7599619744779223078,6,明确家庭K歌用户痛点，自然引出全新一体机产品。
D001-I002,Setup (铺垫与信任),5.99,7599619767999152155,6,戳中在家K歌的需求痛点，信任感较强
D001-I002,Setup (铺垫与信任),5.99,7599632657988206642,6,明确电视闲置场景，介绍产品基础功能建立信任。
D001-I002,Setup (铺垫与信任),5.99,7600367677266427923,6,展示简单安装步骤，戳中用户怕麻烦的核心痛点
D001-I002,Setup (铺垫与信任),5.99,7599632687168143369,6,点明用户觉得KTV昂贵的痛点，铺垫安装门槛低。
D001-I002,Setup (铺垫与信任),5.99,7599619774851907611,6,明确电视闲置痛点，介绍产品功能，铺垫逻辑清晰
D001-I002,Setup (铺垫与信任),5.99,7600760578893807667,6,清晰介绍产品功能，强化闲置电视变KTV的价值
D001-I002,Setup (铺垫与信任),5.99,7601117654277701670,6,点明传统点歌机弊端，精准触达用户潜在需求。
D001-I002,Setup (铺垫与信任),5.99,7601149530658209846,6,明确居家闲置电视痛点，给出解决方案方向，铺垫自然。
D001-I002,Setup (铺垫与信任),5.99,7600760614222315526,6,点明家庭K歌痛点，自然铺垫新品解决方案
D001-I002,Setup (铺垫与信任),5.99,7600760589728088114,6,明确低安装门槛，打消用户对复杂度的顾虑。
D001-I002,Setup (铺垫与信任),5.99,7600760595149242409,6,清晰铺垫传统设备痛点，引出新品功能定位
D001-I002,Setup (铺垫与信任),5.99,7601478145825407027,6,点明传统设备痛点，铺垫新品必要性。
D001-I002,Setup (铺垫与信任),5.99,7601841932990840882,6,说明有电视即可安装，演示操作简单建立信任
D001-I002,Setup (铺垫与信任),5.99,7601485124283449350,6,说明仅需电视即可安装，打消用户操作复杂的顾虑
D001-I002,Setup (铺垫与信任),5.99,7601478677480390683,6,演示单根线安装步骤，建立易操作的用户信任。
D001-I002,Setup (铺垫与信任),5.99,7601865320384036927,6,清晰指出传统设备痛点，引出新品功能，铺垫合理
D001-I002,Setup (铺垫与信任),5.99,7601899201380614185,6,明确产品功能，贴合家庭电视闲置的真实场景
D001-I002,Setup (铺垫与信任),5.99,7601900038289981494,6,展示多元使用场景，戳中家庭娱乐需求痛点。
D001-I002,Setup (铺垫与信任),5.99,7601899215078572074,6,点明传统设备痛点，清晰铺垫产品核心价值
D001-I002,Setup (铺垫与信任),5.99,7601841966935113754,6,清晰传递传统设备痛点，功能演示真实。
D001-I002,Setup (铺垫与信任),5.99,7601485129568813119,6,清晰介绍产品功能，戳中居家娱乐的痛点
D001-I002,Setup (铺垫与信任),5.99,7601899206271074310,6,演示安装流程，展示真实使用场景，建立用户信任
D001-I002,Setup (铺垫与信任),5.99,7602297209388826670,6,点明电视闲置痛点，介绍产品功能，铺垫合理
D001-I002,Setup (铺垫与信任),5.99,7602295522494267434,6,点明家庭K歌痛点，铺垫产品功能。
D001-I002,Setup (铺垫与信任),5.99,7602628251639250953,6,点明家庭K歌痛点，引入新产品的铺垫合理
D001-I002,Setup (铺垫与信任),5.99,7602297275217969206,6,清晰介绍产品功能，点出电视闲置痛点，铺垫合理。
D001-I002,Setup (铺垫与信任),5.99,7602629273805111337,6,展示安装过程，戳中家庭KTV安装复杂的痛点
D001-I002,Setup (铺垫与信任),5.99,7603344164990730281,6,家庭娱乐场景真实，明确产品核心功能，铺垫合理
D001-I002,Setup (铺垫与信任),5.99,7602629290561241151,6,明确产品核心功能，精准戳中用户闲置电视需求
D001-I002,Setup (铺垫与信任),5.99,7602629281052475433,6,点明传统设备痛点，展示使用场景建立信任
D001-I002,Setup (铺垫与信任),5.99,7603344218737754118,6,现场演示安装过程，场景真实，戳中安装难痛点
D001-I002,Setup (铺垫与信任),5.99,7603345238560522249,6,明确家装传统点歌机的痛点，铺垫自然
D001-I002,Setup (铺垫与信任),5.99,7603349259758043162,6,明确电视闲置痛点，逐步展开产品功能介绍。
D001-I002,Setup (铺垫与信任),5.99,7603349272717869094,6,点明仅需普通电视即可实现KTV效果，戳中用户需求
D001-I002,Setup (铺垫与信任),5.99,7603345238564519962,6,展示功能与安装方法，有效建立用户信任
D001-I002,Setup (铺垫与信任),5.99,7603345239437361162,6,展示安装步骤，明确家庭K歌便捷需求。
D001-I002,Setup (铺垫与信任),5.99,7603349287309131826,6,展示安装步骤，戳中用户怕安装复杂的痛点。
D001-I002,Setup (铺垫与信任),5.99,7603712258781102116,6,展示上门安装场景，点明安装简单的核心优势。
D001-I002,Setup (铺垫与信任),5.99,7603587863463247881,6,对比前代产品，清晰展现产品升级优势。
D001-I002,Setup (铺垫与信任),5.99,7603712260293820452,6,点明家庭K歌用户痛点，引出新一体机解决方案
D001-I002,Setup (铺垫与信任),5.99,7604098129700732964,6,清晰铺垫产品功能与安装简便性，信任度高
D001-I002,Setup (铺垫与信任),5.99,7604098077339500570,6,展示安装流程与功能效果，有效建立产品可信度
D001-I002,Setup (铺垫与信任),5.99,7604098068234076186,6,讲清产品功能，击中家庭K歌娱乐真实需求
D001-I002,Setup (铺垫与信任),5.99,7604336932340203562,6,明确产品功能，演示连接步骤，建立用户信任。
D001-I002,Setup (铺垫与信任),5.99,7603712281139068970,6,点明电视闲置痛点，介绍产品功能真实可信。
D001-I002,Setup (铺垫与信任),5.99,7604098097636261938,6,明确旧品痛点，介绍新品核心功能，铺垫自然
D001-I002,Setup (铺垫与信任),5.99,7604098984414609460,6,展示产品功能与使用方法，有效建立用户信任
D001-I002,Setup (铺垫与信任),5.99,7604838147629908006,6,结合家庭闲置电视场景，痛点明确易引发用户共鸣。
D001-I002,Setup (铺垫与信任),5.99,7604336939868667967,6,点明电视闲置、去KTV麻烦痛点，用户易共鸣。
D001-I002,Setup (铺垫与信任),5.99,7604336990507106339,6,明确闲置电视痛点，清晰介绍产品核心功能
D001-I002,Setup (铺垫与信任),5.99,7604830559299436571,6,点明家用K歌痛点，展示产品核心功能。
D001-I002,Setup (铺垫与信任),5.99,7610789726716592143,6,针对家庭K歌用户痛点，铺垫新产品替代需求合理。
D001-I002,Setup (铺垫与信任),5.99,7605530561306820614,6,通过上门安装场景，打消用户觉得安装复杂的顾虑
D001-I002,Setup (铺垫与信任),5.99,7605528752408412212,6,明确产品核心功能，建立用户对产品的基础认知
D001-I002,Setup (铺垫与信任),5.99,7605040309934178350,6,清晰讲清产品核心功能，建立用户信任
D001-I002,Setup (铺垫与信任),5.99,7609891429503320064,6,明确传统K歌设备痛点，介绍新产品基础功能
D001-I002,Setup (铺垫与信任),5.99,7610789595753496602,6,清晰介绍核心功能，用户信任建立顺畅。
D003-I002,转场与剪辑强度,4.79,7560103525498896393,5,多场景硬切过渡自然，无明显剪辑错误
D003-I002,转场与剪辑强度,4.79,7570718436512120868,5,剪辑切换自然，无明显错误，创意一般
D003-I002,转场与剪辑强度,4.79,7559000042486005796,5,多镜头硬切自然，无无效空镜，剪辑合格
D003-I002,转场与剪辑强度,4.79,7568644679476002854,5,多为硬切转场，剪辑常规无错，镜头合理
D003-I002,转场与剪辑强度,4.79,7556771272036237375,6,场景切换流畅，多视角展示产品功能。
D003-I002,转场与剪辑强度,4.79,7568274748870983689,5,剪辑以硬切为主，逻辑流畅无明显错误
D003-I002,转场与剪辑强度,4.79,7568274604407570459,5,剪辑以硬切为主，无明显失误但创意性不足。
D003-I002,转场与剪辑强度,4.79,7560103549079224330,5,多场景切换自然无硬伤，但转场创意不足。
D003-I002,转场与剪辑强度,4.79,7569598921535143942,5,多场景切换自然，无创意转场但无硬伤
D003-I002,转场与剪辑强度,4.79,7566797565342269481,6,多场景切换自然，运镜合理，无冗余内容。
D003-I002,转场与剪辑强度,4.79,7569598932432502825,6,多场景切换自然，符合产品展示逻辑
D003-I002,转场与剪辑强度,4.79,7572709476526932006,5,多场景过渡自然，无明显剪辑问题
D003-I002,转场与剪辑强度,4.79,7577407007731875850,5,镜头切换自然，无明显错误，剪辑合格。
D003-I002,转场与剪辑强度,4.79,7577407079296794633,5,多场景切换自然，无明显剪辑错误
D003-I002,转场与剪辑强度,4.79,7574947956417544219,6,多场景转场自然，功能演示清晰不拖沓。
D003-I002,转场与剪辑强度,4.79,7571316993975189523,6,多场景切换自然，无拖沓，充分展示产品
D003-I002,转场与剪辑强度,4.79,7574230190214873097,5,以常规硬切为主，转场自然无明显问题。
D003-I002,转场与剪辑强度,4.79,7578286129389305894,5,仓库、演示、特写场景切换自然，无明显剪辑问题
D003-I002,转场与剪辑强度,4.79,7572390854465273919,5,多场景硬切自然无错误，无创意转场设计。
D003-I002,转场与剪辑强度,4.79,7572709539665969162,6,多场景切换流畅，无生硬转场。
D003-I002,转场与剪辑强度,4.79,7578901831852671019,5,场景切换自然，剪辑流畅，无无效空镜
D003-I002,转场与剪辑强度,4.79,7579406989202374666,5,镜头切换自然，多为功能展示硬切，无剪辑错误。
D003-I002,转场与剪辑强度,4.79,7580189575614218249,5,剪辑流畅，多为常规硬切，无创意转场
D003-I002,转场与剪辑强度,4.79,7580391039212011561,5,场景切换自然，无硬伤但创意不足
D003-I002,转场与剪辑强度,4.79,7580189563341979674,5,剪辑以硬切为主，转场自然无特殊创意
D003-I002,转场与剪辑强度,4.79,7584289914902167595,5,多场景切换自然，为常规硬切剪辑无失误
D003-I002,转场与剪辑强度,4.79,7582008966022660159,5,多场景硬切过渡，剪辑流畅无错误
D003-I002,转场与剪辑强度,4.79,7582979285365293097,6,多场景切换自然，产品、操作、使用场景展示全面
D003-I002,转场与剪辑强度,4.79,7582349825220870170,6,多场景切换自然，无生硬剪辑，信息输出顺畅。
D003-I002,转场与剪辑强度,4.79,7582775227680210995,5,多为硬切转场，剪辑流畅无逻辑断裂。
D003-I002,转场与剪辑强度,4.79,7584464119644569654,5,多场景切换自然，无明显剪辑错误
D003-I002,转场与剪辑强度,4.79,7579408877080477705,6,多场景切换流畅，产品特写和演示结合得当
D003-I002,转场与剪辑强度,4.79,7582349749170716682,5,以硬切转场为主，无创意转场设计
D003-I002,转场与剪辑强度,4.79,7585009297122590730,5,多镜头切换展示内容，无错误但无创意转场
D003-I002,转场与剪辑强度,4.79,7584464155228078099,6,多场景切换自然，产品演示和效果展示衔接流畅
D003-I002,转场与剪辑强度,4.79,7588313895712407598,6,多场景切换自然，剪辑节奏符合带货逻辑。
D003-I002,转场与剪辑强度,4.79,7586825993240674346,5,多场景切换自然无硬伤，但创意性不足。
D003-I002,转场与剪辑强度,4.79,7589277317837176886,5,多为硬切转场，无明显剪辑错误。
D003-I002,转场与剪辑强度,4.79,7588483866241204278,5,剪辑常规以硬切为主，无明显失误
D003-I002,转场与剪辑强度,4.79,7589647778797649971,5,多为硬切转场，镜头切换合理无硬伤。
D003-I002,转场与剪辑强度,4.79,7591478547874480170,5,剪辑常规，多为场景硬切，无逻辑错误。
D003-I002,转场与剪辑强度,4.79,7590171967215992895,5,镜头切换自然，服务内容，无突兀转场
D003-I002,转场与剪辑强度,4.79,7589969146219397126,6,多场景切换自然，镜头丰富无拖沓冗余
D003-I002,转场与剪辑强度,4.79,7589969137973493786,5,多为硬切转场，剪辑无失误但缺乏创意。
D003-I002,转场与剪辑强度,4.79,7588490329344458806,6,多场景切换自然，功能展示镜头丰富
D003-I002,转场与剪辑强度,4.79,7590726611370934318,5,镜头切换自然，无无效空镜，多场景展产品
D003-I002,转场与剪辑强度,4.79,7591298693720080410,5,多场景硬切过渡，镜头丰富，无明显剪辑错误。
D003-I002,转场与剪辑强度,4.79,7592196219902820358,6,多演示场景切换自然，无冗余无效镜头
D003-I002,转场与剪辑强度,4.79,7592196202738384905,6,转场自然，覆盖产品、操作、效果多类镜头
D003-I002,转场与剪辑强度,4.79,7592795926180495398,5,转场自然，镜头丰富度尚可，无明显硬伤。
D003-I002,转场与剪辑强度,4.79,7592962280485715978,5,剪辑无硬伤，多为硬切，无创意转场。
D003-I002,转场与剪辑强度,4.79,7592962282583638026,5,多场景切换自然，无错误，无创意转场
D003-I002,转场与剪辑强度,4.79,7592962242825748518,6,多场景切换，产品特写清晰，转场丝滑
D003-I002,转场与剪辑强度,4.79,7592938859203821619,5,场景切换自然，多为硬切，无创意转场。
D003-I002,转场与剪辑强度,4.79,7593701461055193138,5,多场景切换自然，无剪辑硬伤。
D003-I002,转场与剪辑强度,4.79,7593701454746779686,5,多场景硬切过渡，无创意转场但逻辑顺畅
D003-I002,转场与剪辑强度,4.79,7593311252995670079,5,多场景硬切自然，无硬伤但缺乏创意转场。
D003-I002,转场与剪辑强度,4.79,7593320204084903979,5,多场景切换自然，无冗余镜头，剪辑合格。
D003-I002,转场与剪辑强度,4.79,7593701482995859502,5,硬切转场为主，镜头变化合理服务内容
D003-I002,转场与剪辑强度,4.79,7594074187410735131,5,多演示场景切换自然，无剪辑错误
D003-I002,转场与剪辑强度,4.79,7594075255922589739,6,多场景切换自然，无无效空镜
D003-I002,转场与剪辑强度,4.79,7594075236742627382,5,多场景切换自然，无剪辑错误，属于常规剪辑
